dni;nombreapellido;telefono;email;fechanacimiento;profesor;bibliotecario;direccion;localidad_cp
30613054;Miguel Mur Cruz;(829) 721-4200;zavadsky@verizon.net;1988-10-13;FALSE;FALSE;Los Angeles, CA 90066;9160 Mammoth Ave.
50624164;Gala Gimenez-Lasa;(983) 385-7043;mobileip@comcast.net;1977-08-30;FALSE;FALSE;Riverside, CA 92509;8652 Arlington Drive
30650530;Saturnino Palacios Lamas;(223) 360-1632;lauronen@icloud.com;1970-06-01;TRUE;FALSE;Los Angeles, CA 90026;9048 Birchwood Avenue
51115128;Ariel Castellanos Bauzà;(412) 836-0738;matty@att.net;1975-11-22;FALSE;FALSE;Fairfield, CA 94533;35 Charles St.
23432208;Trinidad Salas Gimenez;(238) 664-3657;simone@mac.com;1975-05-03;FALSE;FALSE;Sylmar, CA 91342;634 Theatre Street
46406238;Adalberto del Seco;(759) 680-2696;claesjac@verizon.net;1996-10-29;FALSE;FALSE;Daly City, CA 94015;436 Ketch Harbour Street
43235602;Eustaquio Palacios Francisco;(395) 780-5461;goldberg@yahoo.com;1989-09-25;FALSE;FALSE;Van Nuys, CA 91405;19 Strawberry Street
29816821;Susana Castro Ruiz;(372) 818-3567;lahvak@aol.com;1993-10-08;TRUE;FALSE;Victorville, CA 92392;48 Fairfield Lane
54210251;Emelina Melisa Palau Seco;(935) 960-4873;jipsen@sbcglobal.net;1998-05-01;FALSE;FALSE;San Pedro, CA 90731;9814 Primrose Street
50218180;Sandalio Baeza Grande;(971) 288-1186;elmer@mac.com;1995-10-22;TRUE;FALSE;San Diego, CA 92115;8053 Jennings St.
53757758;Gregorio Guerrero Palomino;(994) 447-4889;sisyphus@icloud.com;1984-02-16;FALSE;FALSE;Rancho Cucamonga, CA 91730;82 Bear Hill Ave.
34381558;Socorro de Higueras;(232) 476-5035;stefano@verizon.net;1976-09-02;FALSE;FALSE;Union City, CA 94587;9428 3rd Ave.
41456177;Otilia Viana Torres;(288) 574-6749;muzzy@aol.com;1998-08-20;FALSE;FALSE;Montebello, CA 90640;83 Front Ave.
35542753;Luís Guzman Alsina;(969) 763-9226;bmidd@att.net;1972-03-23;FALSE;FALSE;San Francisco, CA 94122;71 Wakehurst Drive
47091391;Julie Rosa Lumbreras;(732) 708-8561;dhrakar@outlook.com;1972-01-07;FALSE;FALSE;Costa Mesa, CA 92627;715 Redwood Dr.
41120296;Samu Paulino Fabra Galvez;(314) 254-1244;openldap@mac.com;1970-10-30;FALSE;FALSE;Long Beach, CA 90813;316 Ohio St.
28124674;Vicente Egea Sanchez;(460) 682-5923;dmath@live.com.eu;1994-03-10;TRUE;FALSE;Anaheim, CA 92801;9185 Mechanic St.
52695959;Juan Carlos del Cordero;(200) 565-5639;dobey@msn.com;1970-02-16;FALSE;FALSE;Alameda, CA 94501;7371 Wrangler Street
36961086;Carla Blanes España;(357) 769-3070;rbarreira@icloud.com;1972-12-10;TRUE;FALSE;Oakland, CA 94601;72 St Paul Ave.
53011693;Toribio Herranz Jurado;(587) 626-3175;gilmoure@live.com;1989-12-24;FALSE;FALSE;Long Beach, CA 90805;67 William Drive
49270603;América Rosell Ferrándiz;(465) 293-1802;grady@verizon.net;1989-01-28;FALSE;FALSE;Merced, CA 95340;7732 Cobblestone Lane
34852464;Inés Calderon Suarez;(709) 815-7677;sekiya@gmail.com;1997-10-13;FALSE;FALSE;Huntington Park, CA 90255;78 Summer Street
25708146;Trinidad Leiva Ribera;(605) 810-1781;dogdude@yahoo.com;1972-08-04;FALSE;FALSE;San Jose, CA 95111;9268 NE. Lookout Drive
28465855;Luisa Saldaña Piñeiro;(256) 681-2246;sfoskett@att.uk;1998-04-05;FALSE;FALSE;Santa Ana, CA 92704;9551 Talbot Ave.
41053468;Yago Diez Meléndez;(304) 471-5232;hampton@icloud.com;1979-11-06;TRUE;FALSE;Spring Valley, CA 91977;82 Edgewood Ave.
42907786;Alberto Rius Rius;(411) 283-4519;singer@mac.com;1982-03-10;FALSE;FALSE;Salinas, CA 93905;63 East Penn St.
26690058;Beatriz Jimenez Antón;(442) 496-8157;pereinar@mac.com;1982-01-30;FALSE;FALSE;La Habra, CA 90631;1 Spruce Street
31934338;Adolfo Gaya Canales;(205) 909-7964;jfreedma@comcast.net;1980-05-31;FALSE;FALSE;Fontana, CA 92336;78 Devon St.
38886604;Teófilo de Nuñez;(730) 534-7609;hampton@outlook.com;1995-03-29;FALSE;FALSE;Georgetown, ON L7G 9Y7;425 Cherry Hill Court
32510193;Bruno Cabezas Cordero;(770) 286-4391;attwood@yahoo.com;1975-09-13;FALSE;FALSE;Donnacona, QC G3M 1C3;900 Charles Lane
24354494;Pepe Juanito Adán Anaya;(732) 906-0070;howler@mac.com;1981-02-04;FALSE;FALSE;Manotick, ON K4M 6S8;316 East Oak Meadow Court
25942830;Isabela Solé Nuñez;(943) 428-2313;quantaman@icloud.com;1980-01-21;FALSE;FALSE;Essex, ON N0R 2G6;407 Lafayette Court
28165934;Amaya Izquierdo Gonzalo;(785) 951-2152;tellis@gmail.com;1993-05-24;FALSE;FALSE;Lockport, MB R1B 5H9;17 Euclid Rd.
42664506;Gervasio del Galán;(406) 847-9870;jguyer@verizon.net;1985-08-16;FALSE;FALSE;Bonnyville, AB T9N 2P9;821 Surrey St.
25525829;Isaac Pujol-Yáñez;(965) 911-5076;adhere@icloud.com;1998-02-25;FALSE;FALSE;Petit-Rocher, NB E8J 4K5;714 Depot St.
22865077;Valerio Valentín Céspedes;(599) 327-2008;jaarnial@verizon.net;1989-05-05;FALSE;FALSE;Farnham, QC J2N 4J1;82 Clark Ave.
37171471;Cleto Benito Mendizábal;(656) 470-6146;plover@live.com;1995-10-11;TRUE;FALSE;Winnipeg, MB R2C 4A3;9949 Dogwood Ave.
34128452;Erasmo Cabeza Martinez;(327) 329-5055;wortmanj@verizon.net;1999-05-09;FALSE;FALSE;Saint-Raymond, QC G3L 7P7;9 Kingston Lane
54556473;Quirino Rosario Vázquez Carvajal;(208) 903-9126;violinhi@aol.com;2000-01-17;FALSE;FALSE;St. George, NB E5C 6A9;652 Old Tower Lane
47042118;Marcos Alcántara Codina;(440) 419-1193;uncle@sbcglobal.net;1992-11-28;FALSE;FALSE;Port Moody, BC V3H 3N3;1 Trusel Lane
33574646;Paloma Abascal Lledó;(357) 843-1297;krueger@icloud.com;1998-05-14;FALSE;FALSE;Delhi, ON N4B 2V1;81 Canterbury Street
49896832;Ana Sofía Nadal-Campo;(726) 820-4884;daveewart@optonline.net;1990-04-23;FALSE;FALSE;Oromocto, NB E2V 6A5;1 Westminster Street
53067334;Estela Cases Peral;(741) 507-6188;firstpr@aol.com;1982-11-06;FALSE;FALSE;Belledune, NB E8G 4R8;83 Beaver Ridge Ave.
39999139;Borja Díez-Zorrilla;(847) 529-3256;trieuvan@sbcglobal.net;1971-01-28;FALSE;FALSE;Bouctouche, NB E4S 8M3;170 Devonshire St.
43045297;Eva María de Bertrán;(622) 751-8803;tbusch@gmail.com;1992-10-20;FALSE;FALSE;Caledon, ON L7C 9T6;7489 Central Drive
31538045;Elena del Tomé;(681) 720-0173;yfreund@me.com;1984-03-11;FALSE;FALSE;Buena Vista, SK S2V 1L1;72 Wild Rose Circle
48705090;Iván de Manzanares;(947) 794-9523;jfmulder@mac.com;1978-04-13;FALSE;FALSE;Digby Neck, NS B0V 8H6;9562 South Forest Drive
46083146;Adelina Roma Feijoo;(697) 343-2772;parrt@mac.com;1989-02-21;FALSE;FALSE;Outaouais-Sud, QC J0X 9K0;94 Tallwood Avenue
32767325;Joel Estévez;(864) 686-9890;wiseb@aol.com;1998-11-07;FALSE;FALSE;Wetaskiwin, AB T9A 7X8;381 Clay Rd.
50964783;Úrsula Anabel Expósito Vazquez;(259) 588-3616;barnett@outlook.com;1999-04-03;FALSE;FALSE;Steinbach, MB R5G 1B0;22 Fieldstone Dr.
49527007;Manuelita Gilabert Manjón;(711) 535-5569;barlow@yahoo.com;1988-03-19;FALSE;FALSE;La Sarre, QC J9Z 2V9;988 Bohemia Dr.
33431190;Amparo Galván Polo;(390) 414-6347;telbij@hotmail.com;1982-05-17;FALSE;FALSE;Apohaqui, NB E5P 9G5;7582 Lyme Ave.
36539432;Amparo del Ayuso;(622) 524-5931;dalamb@msn.com;1994-11-12;TRUE;FALSE;Lloydminster, SK S9V 5V1;226 Taylor Rd.
38988343;Angélica del Ortuño;(832) 663-7857;psichel@live.com;1995-03-11;FALSE;FALSE;Highlands, BC V9B 9L3;62 E. Foxrun Drive
29815238;Amalia Itziar Sebastián Revilla;(774) 962-9792;cameron@mac.com;1980-07-20;FALSE;FALSE;Saint-Hippolyte, QC J8A 8X2;18 Theatre Rd.
22113300;América Morán Peñalver;(456) 478-8124;klaudon@icloud.com;1984-04-28;FALSE;FALSE;Chestermere, AB T1X 8K6;562 Hilldale Lane
42936565;Elisa de Chaparro;(689) 369-1765;gavinls@msn.com;1976-08-15;FALSE;FALSE;Leduc, AB T9E 6E1;235 Bowman Street
24619665;Nieves Lladó;(462) 469-0733;arathi2@comcast.net;1985-11-11;FALSE;FALSE;Vancouver, BC V5K 7G2;2 Beechwood Street
42416600;Juan Antonio Benet;(296) 380-9560;parkes@icloud.com;1988-12-06;FALSE;FALSE;Esquimalt, BC V9A 7T3;877 Coffee Ave.
26029986;Gustavo Barberá Frías;(770) 446-1820;cyrus@aol.com;1991-06-18;TRUE;FALSE;Coldbrook, NS B4R 8S2;759 Mayfair Court
51734492;Eliana Pacheco Ponce;(752) 764-6341;isotopian@hotmail.com;1973-04-08;FALSE;FALSE;Windsor, ON N8P 8C9;8921 West Oak Meadow Road
25037335;Dalila Pino Verdú;(420) 583-7227;marnanel@icloud.com;1992-09-21;FALSE;FALSE;Kanata, ON K2K 4A8;24 Edgemont St.
45812701;Marciano Díaz;(844) 867-2783;nwiger@verizon.net;1985-04-16;TRUE;FALSE;McAdam, NB E6J 7T4;524 Dunbar Drive
45193075;Timoteo Pinilla Calderón;(844) 548-7367;elmer@comcast.net;1975-06-05;FALSE;FALSE;Hanover, ON N4N 0G1;4 Maple Street
35962105;Malena Roma Barrena;(653) 247-2528;natepuri@gmail.com;1977-08-15;FALSE;FALSE;Ottawa, ON K1G 0J7;7963 Third St.
24032839;Silvia León Duque;(323) 918-8630;tmaek@gmail.com;1991-04-12;FALSE;FALSE;Mississauga, ON L4T 3V7;617 Liberty Dr.
31882425;Ema del Garrido;(951) 814-0240;manuals@yahoo.ca;1986-01-24;TRUE;FALSE;Wallaceburg, ON N8A 3M8;72 Circle St.
54684478;Eva González Cano;(286) 747-9510;neonatus@live.com;1972-11-12;FALSE;FALSE;Windsor, LB A2B 0T8;616 Lyme Ave.
24670446;Eutropio Sedano Cabanillas;(780) 915-5789;crusader@verizon.net;1987-10-03;FALSE;FALSE;Cowansville, QC J2K 8Y0;901 Fairway Street
31938639;Dafne Cerdán Pujol;(611) 316-6464;dogdude@mac.com;1988-09-24;FALSE;FALSE;Duvernay-Est, QC H7A 4A9;80 Gulf Drive
25594725;Óscar de Mascaró;(347) 423-7150;mastinfo@outlook.com;1989-09-26;TRUE;FALSE;Pitt Meadows, BC V3Y 0T2;9599 East Water Ave.
47341007;Catalina Peralta Patiño;(690) 391-9308;munge@verizon.net;1970-06-26;FALSE;FALSE;Amqui, QC G5J 8E3;8850 Pulaski Dr.
27589826;Bárbara Elorza Jordá;(300) 748-5245;milton@att.net;1989-11-28;FALSE;FALSE;Enfield, NS B2T 5S6;703 Bay Ave.
25460809;Loreto Burgos;(399) 450-6042;redingtn@hotmail.com;1980-05-20;FALSE;FALSE;St. Martins, NB E5R 1J6;31 Temple Ave.
39963564;Estela Marquez Arce;(941) 250-4612;fviegas@sbcglobal.net;1972-12-18;FALSE;FALSE;Stouffville, ON L4A 6L1;7058 Country Club Ave.
47547652;Paloma Segarra Menéndez;(979) 636-7422;rgarcia@live.com;1978-03-09;FALSE;FALSE;Kings County, NS B0P 9R3;91 Pineknoll Ave.
36657542;Claudio Maximino Cobos Córdoba;(838) 478-1283;ovprit@msn.com;1998-01-05;FALSE;FALSE;Fort Saskatchewan, AB T8L 4M9;871 Gainsway Drive
53145969;Josefina Rey Meléndez;(709) 730-9311;teverett@att.net;1973-01-12;FALSE;FALSE;Laurentides-Sud, QC J0V 3M7;9536 Nut Swamp Dr.
30825408;Nilda de Garrido;(773) 468-1836;ghost@yahoo.ca;1982-12-29;FALSE;FALSE;Black Lake, QC G6H 5M3;53 Old Belmont St.
29922908;Gregorio Llabrés-Rebollo;(629) 776-7927;intlprog@verizon.net;1983-03-30;FALSE;FALSE;Charny, QC G6X 9G6;9451 Stonybrook Court
50791504;Edmundo de Marco;(374) 637-9848;frosal@msn.com;1993-09-28;FALSE;FALSE;Okotoks, AB T1S 0P8;5 Rockland Court
43242599;Amaya Ruiz Campoy;(614) 742-3346;sabren@comcast.net;1985-01-30;FALSE;FALSE;Boiestown, NB E6A 0J5;209 North Primrose Street
24457275;Nacio Perera Lerma;(591) 540-1501;hermes@outlook.com;1995-08-17;FALSE;FALSE;Port Alberni, BC V9Y 6C7;14 Military Street
33020919;Damián Vicens Cabrera;(674) 692-6307;shrapnull@live.com;1995-11-03;FALSE;FALSE;Cochrane, AB T4C 6R2;9282 Border Street
44113314;Marcela Teófila Arnal Lasa;(613) 385-7225;jimmichie@optonline.net;1999-04-22;FALSE;FALSE;Hampton, NB E5N 2B1;258 Bohemia St.
27712807;Reina Losada Alfonso;(911) 247-1909;bjornk@aol.com;1981-02-19;FALSE;FALSE;Grand Manan Island, NB E5G 6V4;740 Jones St.
27288155;Isa Arenas Mariscal;(428) 712-4844;ghost@sbcglobal.net;1972-04-27;FALSE;FALSE;Petawawa, ON K8H 6P6;592 Linden Ave.
23075336;Morena Roura;(911) 550-2155;curly@icloud.com;1998-09-01;FALSE;FALSE;Cap-Rouge, QC G1Y 7T2;67 Sheffield Ave.
54120750;Odalys Benítez;(593) 925-4662;jacks@outlook.com;1996-10-16;FALSE;FALSE;Prince Rupert, BC V8J 9N3;19 Tallwood St.
33605584;Emma del Amor;(538) 584-5847;mbswan2@optonline.net;1980-10-08;FALSE;FALSE;Acton, ON L7J 3T8;389 Ridge Street
41999800;Seve Villanueva Anaya;(336) 788-8866;jelmer@gmail.com;1975-02-06;FALSE;FALSE;Lac-Megantic, QC G6B 4L9;329 Carpenter Court
54205107;Montserrat Armas Salamanca;(878) 213-7548;podmaster@yahoo.com;1994-03-11;FALSE;FALSE;Innisfail, AB T4G 7N5;60 St Margarets Street
46299819;Ildefonso Feliu Esteban;(544) 332-6097;malin@verizon.net;1997-06-14;FALSE;FALSE;Le Fjord, QC G0T 3E3;968 E. Aspen Lane
37027446;Ligia Ocaña Arregui;(992) 343-2800;dsugal@hotmail.com;1987-12-02;FALSE;FALSE;Grande-Anse, NB E8N 7C1;12 Winding Way St.
38163886;Sarita Neira Toro;(272) 202-0144;ninenine@icloud.com;1981-04-06;FALSE;FALSE;Kimberley, BC V1A 5S2;859 Greenview Dr.
38427084;Timoteo Pacheco Pozo;(738) 345-5103;damian@icloud.com;1970-04-20;TRUE;FALSE;St. Albert, AB T8N 8R8;9286 E. Bayberry Street
43628371;Ester Anabel Fabregat Nuñez;(713) 922-0553;phish@hotmail.com;1991-06-11;FALSE;FALSE;Bass River, NB E4T 4R0;128 Richardson St.
36870886;Rosenda Villanueva Herrera;(682) 502-1976;rnelson@gmail.com;1987-08-09;FALSE;FALSE;Parksville, BC V9P 5L2;118 Pineknoll Drive
35493441;Ariel Gallego Diego;(260) 372-4164;slaff@aol.com;1981-08-16;TRUE;FALSE;La Plaine, QC J7M 5N3;28 Pennsylvania Street
31078726;Juliana Alarcón Molins;(502) 779-9801;ninenine@live.com;1983-06-23;FALSE;FALSE;Leamington, ON N8H 0N3;334 Mechanic Lane
44350569;Catalina Méndez;(687) 734-3575;johnh@yahoo.ca;1995-01-07;FALSE;FALSE;Strathmore, AB T1P 9V5;798 Clark Rd.
50903019;Susanita Pascual Salamanca;(503) 471-0311;ryanshaw@comcast.net;1972-12-10;FALSE;FALSE;Youngs Cove, NB E4C 4K5;735 Spruce Ave.
37936668;Dimas Rafael Polo Bravo;(640) 467-1066;gerlo@yahoo.ca;1970-08-05;FALSE;FALSE;Chatham, QC J8G 7X7;603 Elm Lane
24566028;Anabel Pou Lasa;(350) 900-0774;noneme@me.com;1972-09-29;FALSE;FALSE;Eskasoni, NS B1W 1S9;72 Paris Hill Ave.
26628612;Nadia Natividad Marco Flores;(593) 907-1562;squirrel@comcast.net;1985-05-14;FALSE;FALSE;Parry Sound, ON P2A 5R6;94 Valley View Rd.
34154017;Máximo Téllez Ferrera;(848) 559-5729;sakusha@yahoo.com;1997-10-07;FALSE;FALSE;Lanaudière-Nord, QC J0K 8T8;8 E. Miles Dr.
39113268;Gala Clarisa Ballesteros Llopis;(986) 369-4687;seano@sbcglobal.net;1986-12-31;FALSE;FALSE;Saint-Colomban, QC J5K 6C2;672 Albany St.
49021878;Amancio Aliaga Sierra;(815) 645-0166;bmidd@msn.com;1991-02-25;FALSE;FALSE;Huntsville, ON P1H 2C9;22 Jackson Rd.
39838391;César Nogués Tomás;(456) 670-3912;oracle@verizon.net;1973-07-13;FALSE;FALSE;Lachute, QC J8H 9V1;22 Ridge Lane
34650953;Brígida Jove Carretero;(997) 481-7573;jrifkin@yahoo.com;1998-04-07;FALSE;FALSE;St. Stephen, NB E3L 2A8;8557 West Greenview Dr.
36680260;Vito del Abad;(571) 271-7420;sherzodr@att.net;1980-09-01;FALSE;FALSE;Îles-Laval, QC H7Y 1X2;8824 Liberty Drive
41639255;Nayara Fanny Juliá Sierra;(674) 672-8423;rsmartin@msn.com;1998-02-22;FALSE;FALSE;Grand Falls, LB A2A 2C6;368 Fifth Dr.
48184331;Isidoro Salas Marqués;(505) 554-8992;jsbach@aol.com;1980-10-04;FALSE;FALSE;Ville Émard, QC H4E 1K4;61 San Carlos Rd.
40388239;Vicente Palomino Adadia;(826) 231-0876;wmszeliga@mac.com;1979-12-29;FALSE;FALSE;Napanee, ON K7R 6V1;37 Peninsula Street
48698101;Sandalio de Figueroa;(499) 874-0371;william@hotmail.com;1978-06-23;FALSE;FALSE;Woodstock, NB E7M 8P6;149 Jennings Road
27002923;Elodia Pinto;(317) 232-9358;gastown@comcast.net;1999-12-09;FALSE;FALSE;Dorchester, NB E4K 6V5;59 W. Anderson Lane
39474830;Felipe Carro Ramis;(852) 388-3751;improv@live.com;1992-05-20;FALSE;FALSE;Greely, ON K4P 4T2;685 High Noon Lane
47298123;Ana Belén Alvarado Bueno;(366) 604-3609;gfxguy@outlook.com;1970-03-13;FALSE;FALSE;Boucherville, QC J4B 9T3;42 Johnson Dr.
44484074;Marisela Sanmiguel Pedraza;(800) 687-3027;marcs@outlook.com;1995-03-12;FALSE;FALSE;Lacombe, AB T4L 0S1;7976 North Street
49743438;Jesusa Benavente Ferrández;(924) 920-0218;skippy@yahoo.ca;1997-07-31;FALSE;FALSE;Labrador City, LB A2V 8L0;394 Hanover St.
30408073;Alonso Díaz Donoso;(733) 648-0855;jyoliver@sbcglobal.net;1996-04-14;FALSE;FALSE;Grimsby, ON L3M 5X9;9697 South Mountainview Street
37215813;Filomena Pombo Pla;(496) 879-5338;afifi@hotmail.com;1978-03-21;FALSE;FALSE;Cobourg, ON K9A 5G0;60 Carpenter Street
26605749;Cristóbal Cabello-Pol;(363) 981-6810;muadip@gmail.com;1993-05-07;FALSE;FALSE;Chelsea, QC J9B 5K1;343 Oxford St.
33898750;Maribel Murillo Alcaraz;(643) 252-3203;hyper@icloud.com;1977-09-18;FALSE;FALSE;Qualicum Beach, BC V9K 4J5;490 Lantern Street
27491519;Mayte Cuesta Acosta;(491) 779-1547;spadkins@att.net;1977-01-05;FALSE;FALSE;Dunnville, ON N1A 2R5;8158 S. Marvon Ave.
46217775;Remigio Villalonga Roman;(731) 808-7183;oneiros@icloud.com;1990-10-29;FALSE;FALSE;Vimont, QC H7M 0J1;7651 Carriage Dr.
38183709;Vanesa Villaverde;(879) 310-9113;miltchev@gmail.com;1986-07-05;FALSE;FALSE;Port Perry, ON L9L 6K8;7313 Eagle Ave.
30154921;Maristela Corbacho Alegria;(944) 942-5965;uqmcolyv@att.net;1974-11-29;FALSE;FALSE;Saint Petersburg, FL 33710;127 Rockwell Lane
50282827;Manuelita Cervera Botella;(257) 383-2777;william@comcast.net;1989-05-27;FALSE;FALSE;Miami, FL 33135;107 Cedar Street
40955831;Borja Canet Gallo;(286) 539-1526;lipeng@comcast.net;1999-07-16;FALSE;FALSE;New Port Richey, FL 34653;20 Ivy St.
48703885;Clotilde Chita Fábregas Toro;(408) 475-2351;sbmrjbr@msn.com;1986-06-19;FALSE;FALSE;Fort Lauderdale, FL 33312;63 Stillwater St.
33323797;Olimpia Girona Paredes;(654) 850-5430;ryanvm@sbcglobal.net;1973-04-07;FALSE;FALSE;Tampa, FL 33614;209 North Newbridge Drive
34017585;Rubén de Arribas;(704) 732-6961;mbswan@msn.com;1977-02-19;FALSE;FALSE;Jacksonville, FL 32205;85 Ridgeview Drive
45803857;Édgar Manu Suárez Anglada;(400) 235-6788;dbanarse@yahoo.ca;1975-05-23;FALSE;FALSE;Miami, FL 33161;60 Surrey Rd.
38740867;Luna Morcillo Carretero;(363) 851-7332;frikazoyd@me.com;1985-04-15;FALSE;FALSE;Bradenton, FL 34205;556 Pleasant St.
54110689;Eladio Salcedo Cabanillas;(892) 211-3578;mosses@gmail.com;1983-12-31;FALSE;FALSE;Fort Myers, FL 33912;31 Heritage Street
40186782;Gisela Cámara Duarte;(231) 936-5897;parasite@optonline.net;1985-03-14;FALSE;FALSE;Tampa, FL 33624;8904 Vermont Drive
47414896;Nicanor de Moliner;(609) 914-4233;samavati@me.com.hk;1977-11-08;FALSE;FALSE;Opa Locka, FL 33055;886 Snake Hill St.
46585166;Rosario Paz Figueroa;(776) 448-2874;rfoley@mac.com;1979-09-13;FALSE;FALSE;Winter Haven, FL 33880;212 Canal St.
40014830;Gloria Esteve Perez;(487) 768-3548;yfreund@verizon.net;1988-11-04;FALSE;FALSE;Lake Worth, FL 33460;9974 Holly Dr.
34301684;Alexandra Pedrosa Asensio;(601) 357-6775;fglock@gmail.com;1987-12-21;FALSE;FALSE;Lake Wales, FL 33853;7342 Woodland Avenue
33750182;Lucho Lucio Gallart Bartolomé;(296) 236-1828;bebing@hotmail.com;1998-11-09;FALSE;FALSE;Fort Lauderdale, FL 33309;20 West Gates St.
27911766;Lola Vanesa Roda Verdejo;(691) 320-1793;cumarana@live.com;1980-10-04;FALSE;FALSE;Fort Lauderdale, FL 33322;22 Wall St.
25997333;Alejandra Alvarado-Rocamora;(919) 955-4757;smpeters@mac.com;1988-12-06;FALSE;FALSE;Fort Lauderdale, FL 33319;7342A Edgefield Street
24031717;Cristina Navas Sanz;(895) 527-9965;madler@gmail.com;1998-12-13;FALSE;FALSE;Boca Raton, FL 33428;19 Charles St.
36199028;Desiderio Vizcaíno Seguí;(779) 490-1731;mgemmons@yahoo.ca;1982-10-14;FALSE;FALSE;Hallandale, FL 33009;8123 York Ave.
48860627;Nélida Gallart Ochoa;(317) 905-9963;lstein@msn.com;1978-05-06;FALSE;FALSE;Pensacola, FL 32526;9315 Arcadia St.
53227149;Áurea Sandoval Robles;(636) 558-0180;skythe@optonline.net;1970-04-17;FALSE;FALSE;Hollywood, FL 33029;9447 Jackson Court
38102260;Bibiana Azcona;(985) 919-4960;alias@comcast.net;1994-09-27;FALSE;FALSE;Miami, FL 33179;8407 Snake Hill Street
29935796;Marcos Arnal Sola;(558) 212-5147;dburrowstwo@comcast.net;1977-08-17;FALSE;FALSE;Miami, FL 33183;60 West Prince St.
32166444;Soledad Ani Garrido Duran;(792) 524-2198;eegsa@sbcglobal.net;1970-01-28;FALSE;FALSE;Pompano Beach, FL 33063;192 Birchpond Ave.
47723533;Rodolfo Duilio Terrón Serrano;(267) 864-5928;gfxguy@hotmail.com;1983-12-20;FALSE;FALSE;Lakeland, FL 33801;880 Mayfair St.
49266036;Carolina Ferreras Bolaños;(496) 239-3951;gumpish@optonline.net;1971-11-20;FALSE;FALSE;Hialeah, FL 33013;83 8th St.
25762905;Eladio Querol;(252) 667-8366;rhialto@yahoo.com;1990-08-07;FALSE;FALSE;West Palm Beach, FL 33411;7270 Shadow Brook Dr.
24966784;Irene Orozco Millán;(609) 330-8191;phyruxus@mac.com;1970-05-14;FALSE;FALSE;Jacksonville, FL 32208;9505 Sutor Dr.
38251229;Yago Heredia Francisco;(439) 401-6738;jshearer@yahoo.com;1988-10-11;FALSE;FALSE;Orlando, FL 32812;26 Lawrence Drive
27348147;Hernán Diego Ferreras;(946) 600-8214;fwiles@live.com;1996-09-04;FALSE;FALSE;West Palm Beach, FL 33415;7147 Heather St.
53296884;Darío Severino Falcón Rodríguez;(384) 619-1581;kayvonf@sbcglobal.net;1994-08-17;FALSE;FALSE;Orlando, FL 32810;287 E. Woodland Ave.
27460264;Eli Rovira Busquets;(675) 655-1424;pappp@icloud.com;1978-09-02;FALSE;FALSE;Pompano Beach, FL 33064;16 Monroe Dr.
35537082;Remedios Barbero Calderón;(842) 708-2942;timlinux@icloud.com;1991-01-03;FALSE;FALSE;Key West, FL 33040;59 Pumpkin Hill Drive
23513914;Telmo Azcona Huerta;(656) 301-2331;feamster@mac.com;1987-01-24;FALSE;FALSE;Panama City, FL 32404;88 Deerfield Street
53950066;Jose Luis Salgado Monreal;(728) 554-8409;dexter@yahoo.kr;1975-08-13;FALSE;FALSE;Hollywood, FL 33025;88 Marsh Road
24597497;Maximiliano Ferrer Solé;(557) 382-0708;symbolic@optonline.net;1982-02-10;FALSE;FALSE;Winter Springs, FL 32708;251 SW. Ramblewood Ave.
44547273;Seve Pellicer Arévalo;(395) 354-7424;intlprog@live.com;1989-07-06;FALSE;FALSE;Miami, FL 33162;15 Bow Ridge Dr.
29560198;Poncio Gallart Cano;(752) 229-5173;msloan@live.com;1977-04-22;FALSE;FALSE;Miami, FL 33175;691 Baker Rd.
32272575;Abril Morante-Portero;(653) 317-7538;wbarker@aol.com;1982-07-16;FALSE;FALSE;Port Orange, FL 32127;32 Adams Court
26394382;Alondra Arroyo Moraleda;(720) 816-6636;niknejad@msn.com;1971-06-19;FALSE;FALSE;Tampa, FL 33617;969 Summerhouse Dr.
41341357;Nando Neira Garcia;(392) 567-1811;koudas@icloud.com;1979-03-14;FALSE;FALSE;Fort Lauderdale, FL 33321;61 College Rd.
52888191;Soraya Puig Estrada;(233) 981-3075;cantu@outlook.com;1992-01-17;FALSE;FALSE;Hollywood, FL 33021;344 Summerhouse Ave.
35163810;Teresita Ferrera Bernat;(469) 699-2655;nighthawk@hotmail.com;1984-10-09;FALSE;FALSE;Dunedin, FL 34698;164 Albany Dr.
30425935;Ignacio Mendez Casanovas;(311) 568-5798;peterhoeg@yahoo.com;1973-01-12;FALSE;FALSE;West Palm Beach, FL 33414;9028 E. Overlook Street
44172164;Isabel Bayo Sanchez;(930) 839-6069;jonadab@outlook.com;1991-03-27;FALSE;FALSE;Lake Worth, FL 33467;300 San Carlos Street
25401540;Ligia Linares Isern;(595) 770-6147;gamma@sbcglobal.net;1993-09-13;FALSE;FALSE;Miami, FL 33196;19 Carriage Court
30902677;Simón Gaya Vallejo;(796) 698-2556;wbarker@sbcglobal.net;1995-08-09;FALSE;FALSE;Orlando, FL 32818;3 Henry St.
22521231;Chus Larrañaga Hernando;(518) 447-3410;conteb@mac.com;1993-10-30;FALSE;FALSE;Orlando, FL 32839;7743 Boston Street
23895889;Ángeles Arévalo Balaguer;(963) 286-3940;mugwump@verizon.net;1993-03-24;FALSE;FALSE;Brandon, FL 33511;9543 Marlborough Street
